provincia ;canton;area;asiste_a_educacion;numero_total_personas;ninguno;guarderia;educación_inicial;alfabetizacion;educacion_general_basica;bachillerato;postbachillerato;educacion_tecnica;educacion_superior;maestria;doctorado
Guayas;Naranjal;Urbana;Asiste;12.537;;293;808;;7.312;1.981;25;126;1.986;6;
Guayas;Naranjal;Urbana;No asiste;26.786;4.062;71;99;32;10.231;9.336;183;401;2.079;276;16
Guayas;Naranjal;Rural;Total Rural;44.368;5.244;487;946;54;22.881;11.419;132;257;2.878;65;5
Guayas;Naranjal;Rural;Asiste;13.686;;391;815;;8.191;2.305;21;53;1.906;4;
Guayas;Naranjal;Rural;No asiste;30.682;5.244;96;131;54;14.690;9.114;111;204;972;61;5
Guayas;Naranjito;Total Naranjito;Total Naranjito;44.169;4.603;195;768;119;20.467;12.633;141;386;4.563;289;5
Guayas;Naranjito;Total Naranjito;Asiste;13.689;;152;681;4;8.066;2.431;41;61;2.239;14;
Guayas;Naranjito;Total Naranjito;No asiste;30.480;4.603;43;87;115;12.401;10.202;100;325;2.324;275;5
Guayas;Naranjito;Urbana;Total Urbana;34.664;3.522;187;640;99;15.219;10.154;130;344;4.096;269;4
Guayas;Naranjito;Urbana;Asiste;11.005;;146;572;4;6.291;1.897;33;55;1.994;13;
Guayas;Naranjito;Urbana;No asiste;23.659;3.522;41;68;95;8.928;8.257;97;289;2.102;256;4
Guayas;Naranjito;Rural;Total Rural;9.505;1.081;8;128;20;5.248;2.479;11;42;467;20;1
Guayas;Naranjito;Rural;Asiste;2.684;;6;109;;1.775;534;8;6;245;1;
Guayas;Naranjito;Rural;No asiste;6.821;1.081;2;19;20;3.473;1.945;3;36;222;19;1
Guayas;Palestina;Total Palestina;Total Palestina;18.019;2.204;305;307;37;9.024;4.705;57;256;1.098;26;
Guayas;Palestina;Total Palestina;Asiste;5.358;;271;263;;3.155;916;4;85;664;;
Guayas;Palestina;Total Palestina;No asiste;12.661;2.204;34;44;37;5.869;3.789;53;171;434;26;
Guayas;Palestina;Urbana;Total Urbana;10.392;990;182;215;17;4.835;3.018;11;201;899;24;
Guayas;Palestina;Urbana;Asiste;3.302;;164;192;;1.796;548;2;63;537;;
Guayas;Palestina;Urbana;No asiste;7.090;990;18;23;17;3.039;2.470;9;138;362;24;
Guayas;Palestina;Rural;Total Rural;7.627;1.214;123;92;20;4.189;1.687;46;55;199;2;
Guayas;Palestina;Rural;Asiste;2.056;;107;71;;1.359;368;2;22;127;;
Guayas;Palestina;Rural;No asiste;5.571;1.214;16;21;20;2.830;1.319;44;33;72;2;
Guayas;Pedro Carbo;Total Pedro Carbo;Total Pedro Carbo;52.177;5.811;1.685;1.105;283;24.966;13.501;372;636;3.611;200;7
Guayas;Pedro Carbo;Total Pedro Carbo;Asiste;17.173;;1.348;896;13;9.953;2.919;59;221;1.752;11;1
Guayas;Pedro Carbo;Total Pedro Carbo;No asiste;35.004;5.811;337;209;270;15.013;10.582;313;415;1.859;189;6
Guayas;Pedro Carbo;Urbana;Total Urbana;24.882;2.351;686;547;71;10.420;7.276;271;451;2.637;167;5
Guayas;Pedro Carbo;Urbana;Asiste;8.590;;575;449;2;4.742;1.427;41;144;1.203;7;
Guayas;Pedro Carbo;Urbana;No asiste;16.292;2.351;111;98;69;5.678;5.849;230;307;1.434;160;5
Guayas;Pedro Carbo;Rural;Total Rural;27.295;3.460;999;558;212;14.546;6.225;101;185;974;33;2
Guayas;Pedro Carbo;Rural;Asiste;8.583;;773;447;11;5.211;1.492;18;77;549;4;1
Guayas;Pedro Carbo;Rural;No asiste;18.712;3.460;226;111;201;9.335;4.733;83;108;425;29;1
Guayas;Samborondón;Total Samborondón;Total Samborondón;98.540;5.701;1.425;1.825;58;35.409;21.610;280;1.612;24.956;5.151;513
Guayas;Samborondón;Total Samborondón;Asiste;29.567;;1.210;1.655;6;12.611;4.284;46;214;9.425;114;2
Guayas;Samborondón;Total Samborondón;No asiste;68.973;5.701;215;170;52;22.798;17.326;234;1.398;15.531;5.037;511
Guayas;Samborondón;Urbana;Total Urbana;72.425;3.369;738;1.262;21;22.081;14.548;250;1.416;23.149;5.078;513
Guayas;Samborondón;Urbana;Asiste;21.742;;669;1.174;4;8.326;2.916;36;152;8.349;114;2
Guayas;Samborondón;Urbana;No asiste;50.683;3.369;69;88;17;13.755;11.632;214;1.264;14.800;4.964;511
Guayas;Samborondón;Rural;Total Rural;26.115;2.332;687;563;37;13.328;7.062;30;196;1.807;73;
Guayas;Samborondón;Rural;Asiste;7.825;;541;481;2;4.285;1.368;10;62;1.076;;
Guayas;Samborondón;Rural;No asiste;18.290;2.332;146;82;35;9.043;5.694;20;134;731;73;
Guayas;Santa Lucía;Total Santa Lucía;Total Santa Lucía;43.700;4.352;1.239;892;188;22.343;11.638;36;867;2.008;135;2
Guayas;Santa Lucía;Total Santa Lucía;Asiste;13.086;;1.012;793;3;7.727;2.361;17;311;858;4;
Guayas;Santa Lucía;Total Santa Lucía;No asiste;30.614;4.352;227;99;185;14.616;9.277;19;556;1.150;131;2
Guayas;Santa Lucía;Urbana;Total Urbana;10.924;882;224;217;20;4.504;3.531;17;372;1.072;84;1
Guayas;Santa Lucía;Urbana;Asiste;3.546;;193;204;1;1.989;635;8;104;410;2;
Guayas;Santa Lucía;Urbana;No asiste;7.378;882;31;13;19;2.515;2.896;9;268;662;82;1
Guayas;Santa Lucía;Rural;Total Rural;32.776;3.470;1.015;675;168;17.839;8.107;19;495;936;51;1
Guayas;Santa Lucía;Rural;Asiste;9.540;;819;589;2;5.738;1.726;9;207;448;2;
Guayas;Santa Lucía;Rural;No asiste;23.236;3.470;196;86;166;12.101;6.381;10;288;488;49;1
Guayas;Salitre;Total Salitre;Total Salitre;61.060;6.254;1.473;1.051;218;32.057;16.207;80;413;3.163;141;3
Guayas;Salitre;Total Salitre;Asiste;18.286;;1.234;921;5;10.923;3.207;24;151;1.820;1;
Guayas;Salitre;Total Salitre;No asiste;42.774;6.254;239;130;213;21.134;13.000;56;262;1.343;140;3
Guayas;Salitre;Urbana;Total Urbana;13.571;1.018;344;284;27;5.594;4.466;29;180;1.538;89;2
Guayas;Salitre;Urbana;Asiste;4.767;;292;258;1;2.500;804;12;51;848;1;
Guayas;Salitre;Urbana;No asiste;8.804;1.018;52;26;26;3.094;3.662;17;129;690;88;2
Guayas;Salitre;Rural;Total Rural;47.489;5.236;1.129;767;191;26.463;11.741;51;233;1.625;52;1
Guayas;Salitre;Rural;Asiste;13.519;;942;663;4;8.423;2.403;12;100;972;;
Guayas;Salitre;Rural;No asiste;33.970;5.236;187;104;187;18.040;9.338;39;133;653;52;1
Guayas;San Jacinto de Yaguachi;Total San Jacinto de Yaguachi;Total San Jacinto de Yaguachi;72.699;7.144;606;1.271;78;34.516;20.370;197;516;7.642;347;12
Guayas;San Jacinto de Yaguachi;Total San Jacinto de Yaguachi;Asiste;23.213;;502;1.101;10;12.777;3.982;65;119;4.637;19;1
Guayas;San Jacinto de Yaguachi;Total San Jacinto de Yaguachi;No asiste;49.486;7.144;104;170;68;21.739;16.388;132;397;3.005;328;11
Guayas;San Jacinto de Yaguachi;Urbana;Total Urbana;22.972;1.961;213;431;21;9.395;6.951;57;230;3.514;191;8
Guayas;San Jacinto de Yaguachi;Urbana;Asiste;7.837;;174;389;3;3.799;1.309;25;50;2.074;14;
Guayas;San Jacinto de Yaguachi;Urbana;No asiste;15.135;1.961;39;42;18;5.596;5.642;32;180;1.440;177;8
Guayas;San Jacinto de Yaguachi;Rural;Total Rural;49.727;5.183;393;840;57;25.121;13.419;140;286;4.128;156;4
Guayas;San Jacinto de Yaguachi;Rural;Asiste;15.376;;328;712;7;8.978;2.673;40;69;2.563;5;1
Guayas;San Jacinto de Yaguachi;Rural;No asiste;34.351;5.183;65;128;50;16.143;10.746;100;217;1.565;151;3
Guayas;Playas;Total Playas;Total Playas;58.768;4.485;1.470;1.135;126;26.828;17.176;200;1.092;5.759;467;30
Guayas;Playas;Total Playas;Asiste;19.879;;1.260;1.036;13;11.508;3.250;55;300;2.441;15;1
Guayas;Playas;Total Playas;No asiste;38.889;4.485;210;99;113;15.320;13.926;145;792;3.318;452;29
Guayas;Playas;Urbana;Total Urbana;48.156;3.533;1.234;900;100;21.200;14.575;163;953;5.054;416;28
Guayas;Playas;Urbana;Asiste;16.547;;1.094;839;13;9.417;2.714;48;266;2.141;14;1
Guayas;Playas;Urbana;No asiste;31.609;3.533;140;61;87;11.783;11.861;115;687;2.913;402;27
Guayas;Playas;Rural;Total Rural;10.612;952;236;235;26;5.628;2.601;37;139;705;51;2
Guayas;Playas;Rural;Asiste;3.332;;166;197;;2.091;536;7;34;300;1;
Guayas;Playas;Rural;No asiste;7.280;952;70;38;26;3.537;2.065;30;105;405;50;2
Guayas;Simón Bolívar;Total Simón Bolívar;Total Simón Bolívar;29.427;2.995;293;530;31;14.738;8.305;99;211;2.100;123;2
Guayas;Simón Bolívar;Total Simón Bolívar;Asiste;8.559;;232;483;2;5.430;1.507;23;37;842;3;
Guayas;Simón Bolívar;Total Simón Bolívar;No asiste;20.868;2.995;61;47;29;9.308;6.798;76;174;1.258;120;2
Guayas;Simón Bolívar;Urbana;Total Urbana;8.696;803;107;162;6;3.762;2.714;36;102;918;84;2
Guayas;Simón Bolívar;Urbana;Asiste;2.717;;83;148;;1.628;470;8;16;362;2;
Guayas;Simón Bolívar;Urbana;No asiste;5.979;803;24;14;6;2.134;2.244;28;86;556;82;2
Guayas;Simón Bolívar;Rural;Total Rural;20.731;2.192;186;368;25;10.976;5.591;63;109;1.182;39;
Guayas;Simón Bolívar;Rural;Asiste;5.842;;149;335;2;3.802;1.037;15;21;480;1;
Guayas;Simón Bolívar;Rural;No asiste;14.889;2.192;37;33;23;7.174;4.554;48;88;702;38;
Guayas;Coronel Marcelino Maridueña;Total Coronel Marcelino Maridueña;Total Coronel Marcelino Maridueña;13.183;854;129;276;5;5.256;4.508;28;209;1.792;122;4
Guayas;Coronel Marcelino Maridueña;Total Coronel Marcelino Maridueña;Asiste;3.963;;104;258;;2.190;708;11;36;651;4;1
Guayas;Coronel Marcelino Maridueña;Total Coronel Marcelino Maridueña;No asiste;9.220;854;25;18;5;3.066;3.800;17;173;1.141;118;3
Guayas;Coronel Marcelino Maridueña;Urbana;Total Urbana;7.796;373;66;153;;2.524;2.850;13;188;1.521;105;3
Guayas;Coronel Marcelino Maridueña;Urbana;Asiste;2.331;;57;146;;1.191;370;3;30;530;3;1
Guayas;Coronel Marcelino Maridueña;Urbana;No asiste;5.465;373;9;7;;1.333;2.480;10;158;991;102;2
Guayas;Coronel Marcelino Maridueña;Rural;Total Rural;5.387;481;63;123;5;2.732;1.658;15;21;271;17;1
Guayas;Coronel Marcelino Maridueña;Rural;Asiste;1.632;;47;112;;999;338;8;6;121;1;
Guayas;Coronel Marcelino Maridueña;Rural;No asiste;3.755;481;16;11;5;1.733;1.320;7;15;150;16;1
Guayas;Lomas de Sargentillo;Total Lomas de Sargentillo;Total Lomas de Sargentillo;22.254;2.584;425;498;93;10.833;6.001;37;247;1.458;76;2
Guayas;Lomas de Sargentillo;Total Lomas de Sargentillo;Asiste;6.910;;356;430;5;4.169;1.256;12;71;608;3;
Guayas;Lomas de Sargentillo;Total Lomas de Sargentillo;No asiste;15.344;2.584;69;68;88;6.664;4.745;25;176;850;73;2
Guayas;Lomas de Sargentillo;Urbana;Total Urbana;16.603;1.787;287;374;55;7.744;4.742;31;236;1.278;67;2
Guayas;Lomas de Sargentillo;Urbana;Asiste;5.229;;227;332;4;3.093;973;9;69;520;2;
Guayas;Lomas de Sargentillo;Urbana;No asiste;11.374;1.787;60;42;51;4.651;3.769;22;167;758;65;2
Guayas;Lomas de Sargentillo;Rural;Total Rural;5.651;797;138;124;38;3.089;1.259;6;11;180;9;
Guayas;Lomas de Sargentillo;Rural;Asiste;1.681;;129;98;1;1.076;283;3;2;88;1;
Guayas;Lomas de Sargentillo;Rural;No asiste;3.970;797;9;26;37;2.013;976;3;9;92;8;
Guayas;Nobol;Total Nobol;Total Nobol;23.850;2.034;459;560;62;11.221;7.183;68;446;1.711;104;2
Guayas;Nobol;Total Nobol;Asiste;8.006;;396;501;8;4.723;1.420;42;147;764;5;
Guayas;Nobol;Total Nobol;No asiste;15.844;2.034;63;59;54;6.498;5.763;26;299;947;99;2
Guayas;Nobol;Urbana;Total Urbana;10.010;757;164;233;19;4.223;3.298;54;251;941;68;2
Guayas;Nobol;Urbana;Asiste;3.374;;144;215;;1.881;608;35;78;411;2;
Guayas;Nobol;Urbana;No asiste;6.636;757;20;18;19;2.342;2.690;19;173;530;66;2
Guayas;Nobol;Rural;Total Rural;13.840;1.277;295;327;43;6.998;3.885;14;195;770;36;
Guayas;Nobol;Rural;Asiste;4.632;;252;286;8;2.842;812;7;69;353;3;
Guayas;Nobol;Rural;No asiste;9.208;1.277;43;41;35;4.156;3.073;7;126;417;33;
Guayas;General  Antonio Elizalde;Total General  Antonio Elizalde;Total General  Antonio Elizalde;11.810;1.010;138;253;20;4.942;3.813;48;175;1.306;103;2
Guayas;General  Antonio Elizalde;Total General  Antonio Elizalde;Asiste;3.812;;120;215;1;2.133;788;14;33;505;2;1
Guayas;General  Antonio Elizalde;Total General  Antonio Elizalde;No asiste;7.998;1.010;18;38;19;2.809;3.025;34;142;801;101;1
Guayas;General  Antonio Elizalde;Urbana;Total Urbana;6.738;481;85;146;5;2.466;2.357;27;126;965;79;1
Guayas;General  Antonio Elizalde;Urbana;Asiste;2.209;;72;126;1;1.167;446;7;23;365;2;
Guayas;General  Antonio Elizalde;Urbana;No asiste;4.529;481;13;20;4;1.299;1.911;20;103;600;77;1
Guayas;General  Antonio Elizalde;Rural;Total Rural;5.072;529;53;107;15;2.476;1.456;21;49;341;24;1
Guayas;General  Antonio Elizalde;Rural;Asiste;1.603;;48;89;;966;342;7;10;140;;1
Guayas;General  Antonio Elizalde;Rural;No asiste;3.469;529;5;18;15;1.510;1.114;14;39;201;24;
Guayas;Isidro Ayora;Total Isidro Ayora;Total Isidro Ayora;14.305;1.557;394;398;48;6.938;3.865;31;193;807;69;5
Guayas;Isidro Ayora;Total Isidro Ayora;Asiste;4.896;;349;348;2;2.853;803;16;83;437;3;2
Guayas;Isidro Ayora;Total Isidro Ayora;No asiste;9.409;1.557;45;50;46;4.085;3.062;15;110;370;66;3
Guayas;Isidro Ayora;Urbana;Total Urbana;8.275;742;179;239;17;3.706;2.469;24;153;680;61;5
Guayas;Isidro Ayora;Urbana;Asiste;3.003;;157;209;1;1.712;481;13;68;357;3;2
Guayas;Isidro Ayora;Urbana;No asiste;5.272;742;22;30;16;1.994;1.988;11;85;323;58;3
Guayas;Isidro Ayora;Rural;Total Rural;6.030;815;215;159;31;3.232;1.396;7;40;127;8;
Guayas;Isidro Ayora;Rural;Asiste;1.893;;192;139;1;1.141;322;3;15;80;;
Guayas;Isidro Ayora;Rural;No asiste;4.137;815;23;20;30;2.091;1.074;4;25;47;8;
Imbabura;Total Imbabura;Total Imbabura;Total Imbabura;469.879;36.648;7.754;9.190;1.873;191.170;123.577;2.090;14.156;73.894;8.865;662
Imbabura;Total Imbabura;Urbana;Total Urbana;245.628;11.686;2.863;4.899;321;85.498;67.265;1.202;9.036;54.927;7.368;563
Imbabura;Total Imbabura;Urbana;Asiste;78.458;;2.561;4.662;22;38.801;13.594;267;2.236;16.121;176;18
Imbabura;Total Imbabura;Urbana;No asiste;167.170;11.686;302;237;299;46.697;53.671;935;6.800;38.806;7.192;545
Imbabura;Total Imbabura;Rural;Total Rural;224.251;24.962;4.891;4.291;1.552;105.672;56.312;888;5.120;18.967;1.497;99
Imbabura;Total Imbabura;Rural;Asiste;71.769;;4.295;3.900;16;40.110;13.809;241;1.562;7.775;55;6
Imbabura;Total Imbabura;Rural;No asiste;152.482;24.962;596;391;1.536;65.562;42.503;647;3.558;11.192;1.442;93
Imbabura;Ibarra;Total Ibarra;Total Ibarra;217.469;11.452;2.768;4.471;402;80.637;58.570;951;7.437;44.218;6.092;471
Imbabura;Ibarra;Total Ibarra;Asiste;69.048;;2.472;4.225;10;34.995;12.114;218;1.907;12.947;144;16
Imbabura;Ibarra;Total Ibarra;No asiste;148.421;11.452;296;246;392;45.642;46.456;733;5.530;31.271;5.948;455
Imbabura;Ibarra;Urbana;Total Urbana;157.941;6.592;1.621;3.242;116;52.750;42.908;763;5.909;38.069;5.536;435
Imbabura;Ibarra;Urbana;Asiste;50.228;;1.451;3.089;7;24.780;8.525;154;1.444;10.642;124;12
Imbabura;Ibarra;Urbana;No asiste;107.713;6.592;170;153;109;27.970;34.383;609;4.465;27.427;5.412;423
Imbabura;Ibarra;Rural;Total Rural;59.528;4.860;1.147;1.229;286;27.887;15.662;188;1.528;6.149;556;36
Imbabura;Ibarra;Rural;Asiste;18.820;;1.021;1.136;3;10.215;3.589;64;463;2.305;20;4
Imbabura;Ibarra;Rural;No asiste;40.708;4.860;126;93;283;17.672;12.073;124;1.065;3.844;536;32
Imbabura;Antonio Ante;Total Antonio Ante;Total Antonio Ante;53.771;3.093;904;1.085;178;23.420;14.007;360;1.823;8.048;794;59
Imbabura;Antonio Ante;Total Antonio Ante;Asiste;17.513;;794;1.035;4;9.041;3.132;93;475;2.913;23;3
Imbabura;Antonio Ante;Total Antonio Ante;No asiste;36.258;3.093;110;50;174;14.379;10.875;267;1.348;5.135;771;56
Imbabura;Antonio Ante;Urbana;Total Urbana;25.115;1.100;362;457;33;10.044;6.753;203;945;4.725;463;30
Imbabura;Antonio Ante;Urbana;Asiste;8.105;;319;440;3;4.021;1.422;42;229;1.612;16;1
Imbabura;Antonio Ante;Urbana;No asiste;17.010;1.100;43;17;30;6.023;5.331;161;716;3.113;447;29
Imbabura;Antonio Ante;Rural;Total Rural;28.656;1.993;542;628;145;13.376;7.254;157;878;3.323;331;29
Imbabura;Antonio Ante;Rural;Asiste;9.408;;475;595;1;5.020;1.710;51;246;1.301;7;2
Imbabura;Antonio Ante;Rural;No asiste;19.248;1.993;67;33;144;8.356;5.544;106;632;2.022;324;27
Imbabura;Cotacachi;Total Cotacachi;Total Cotacachi;53.001;6.200;1.172;927;246;23.985;13.409;368;1.203;4.921;528;42
Imbabura;Cotacachi;Total Cotacachi;Asiste;17.082;;996;834;6;9.644;3.406;38;386;1.760;11;1
Imbabura;Cotacachi;Total Cotacachi;No asiste;35.919;6.200;176;93;240;14.341;10.003;330;817;3.161;517;41
Imbabura;Cotacachi;Urbana;Total Urbana;10.526;581;137;204;22;3.427;2.862;35;437;2.442;349;30
Imbabura;Cotacachi;Urbana;Asiste;3.303;;128;197;4;1.586;569;9;112;692;5;1
Imbabura;Cotacachi;Urbana;No asiste;7.223;581;9;7;18;1.841;2.293;26;325;1.750;344;29
Imbabura;Cotacachi;Rural;Total Rural;42.475;5.619;1.035;723;224;20.558;10.547;333;766;2.479;179;12
Imbabura;Cotacachi;Rural;Asiste;13.779;;868;637;2;8.058;2.837;29;274;1.068;6;
Imbabura;Cotacachi;Rural;No asiste;28.696;5.619;167;86;222;12.500;7.710;304;492;1.411;173;12
Imbabura;Otavalo;Total Otavalo;Total Otavalo;114.303;13.476;2.225;2.137;984;47.033;29.550;297;2.949;14.278;1.303;71
Imbabura;Otavalo;Total Otavalo;Asiste;37.167;;1.975;1.945;16;19.979;7.021;110;776;5.296;47;2
Imbabura;Otavalo;Total Otavalo;No asiste;77.136;13.476;250;192;968;27.054;22.529;187;2.173;8.982;1.256;69
Imbabura;Otavalo;Urbana;Total Urbana;41.718;2.875;530;799;132;14.869;11.749;161;1.380;8.255;915;53
Imbabura;Otavalo;Urbana;Asiste;13.519;;469;753;7;6.703;2.516;50;343;2.650;26;2
Imbabura;Otavalo;Urbana;No asiste;28.199;2.875;61;46;125;8.166;9.233;111;1.037;5.605;889;51
Imbabura;Otavalo;Rural;Total Rural;72.585;10.601;1.695;1.338;852;32.164;17.801;136;1.569;6.023;388;18
Imbabura;Otavalo;Rural;Asiste;23.648;;1.506;1.192;9;13.276;4.505;60;433;2.646;21;
Imbabura;Otavalo;Rural;No asiste;48.937;10.601;189;146;843;18.888;13.296;76;1.136;3.377;367;18
Imbabura;Pimampiro;Total Pimampiro;Total Pimampiro;13.366;1.075;283;267;32;6.580;3.673;23;250;1.105;74;4
Imbabura;Pimampiro;Total Pimampiro;Asiste;3.801;;255;240;1;2.133;702;8;71;385;5;1
Imbabura;Pimampiro;Total Pimampiro;No asiste;9.565;1.075;28;27;31;4.447;2.971;15;179;720;69;3
Imbabura;Pimampiro;Urbana;Total Urbana;5.848;309;127;113;6;2.492;1.755;8;156;817;61;4
Imbabura;Pimampiro;Urbana;Asiste;1.753;;119;100;1;931;298;;36;262;5;1
Imbabura;Pimampiro;Urbana;No asiste;4.095;309;8;13;5;1.561;1.457;8;120;555;56;3
Imbabura;Pimampiro;Rural;Total Rural;7.518;766;156;154;26;4.088;1.918;15;94;288;13;
Imbabura;Pimampiro;Rural;Asiste;2.048;;136;140;;1.202;404;8;35;123;;
Imbabura;Pimampiro;Rural;No asiste;5.470;766;20;14;26;2.886;1.514;7;59;165;13;
Imbabura;San Miguel de Urcuquí;Total San Miguel de Urcuquí;Total San Miguel de Urcuquí;17.969;1.352;402;303;31;9.515;4.368;91;494;1.324;74;15
Imbabura;San Miguel de Urcuquí;Total San Miguel de Urcuquí;Asiste;5.616;;364;283;1;3.119;1.028;41;183;595;1;1
Imbabura;San Miguel de Urcuquí;Total San Miguel de Urcuquí;No asiste;12.353;1.352;38;20;30;6.396;3.340;50;311;729;73;14
Imbabura;San Miguel de Urcuquí;Urbana;Total Urbana;4.480;229;86;84;12;1.916;1.238;32;209;619;44;11
Imbabura;San Miguel de Urcuquí;Urbana;Asiste;1.550;;75;83;;780;264;12;72;263;;1
Imbabura;San Miguel de Urcuquí;Urbana;No asiste;2.930;229;11;1;12;1.136;974;20;137;356;44;10
Imbabura;San Miguel de Urcuquí;Rural;Total Rural;13.489;1.123;316;219;19;7.599;3.130;59;285;705;30;4
Imbabura;San Miguel de Urcuquí;Rural;Asiste;4.066;;289;200;1;2.339;764;29;111;332;1;
Imbabura;San Miguel de Urcuquí;Rural;No asiste;9.423;1.123;27;19;18;5.260;2.366;30;174;373;29;4
Loja;Total Loja;Total Loja;Total Loja;485.421;28.110;8.875;8.665;1.494;207.613;115.513;1.530;10.799;88.638;12.791;1.393
Loja;Total Loja;Urbana;Total Urbana;293.339;13.134;4.576;6.161;298;98.126;72.052;1.230;8.464;75.979;12.006;1.313
Loja;Total Loja;Urbana;Asiste;101.927;;3.817;5.777;18;49.909;16.740;393;2.253;22.706;287;27
Loja;Total Loja;Urbana;No asiste;191.412;13.134;759;384;280;48.217;55.312;837;6.211;53.273;11.719;1.286
Loja;Total Loja;Rural;Total Rural;192.082;14.976;4.299;2.504;1.196;109.487;43.461;300;2.335;12.659;785;80
Loja;Total Loja;Rural;Asiste;54.751;;3.214;2.011;24;32.470;10.842;104;762;5.299;25;
Loja;Total Loja;Rural;No asiste;137.331;14.976;1.085;493;1.172;77.017;32.619;196;1.573;7.360;760;80
Loja;Loja;Total Loja;Total Loja;250.028;11.430;3.626;5.222;271;87.875;57.630;930;6.375;64.737;10.675;1.257
Loja;Loja;Total Loja;Asiste;86.193;;3.020;4.867;3;42.176;14.079;346;1.808;19.612;258;24
Loja;Loja;Total Loja;No asiste;163.835;11.430;606;355;268;45.699;43.551;584;4.567;45.125;10.417;1.233
Loja;Loja;Urbana;Total Urbana;203.496;8.430;2.686;4.327;114;63.450;46.584;800;5.575;59.963;10.359;1.208
Loja;Loja;Urbana;Asiste;71.732;;2.279;4.083;1;34.039;11.404;303;1.554;17.801;244;24
Loja;Loja;Urbana;No asiste;131.764;8.430;407;244;113;29.411;35.180;497;4.021;42.162;10.115;1.184
Loja;Loja;Rural;Total Rural;46.532;3.000;940;895;157;24.425;11.046;130;800;4.774;316;49
Loja;Loja;Rural;Asiste;14.461;;741;784;2;8.137;2.675;43;254;1.811;14;
Loja;Loja;Rural;No asiste;32.071;3.000;199;111;155;16.288;8.371;87;546;2.963;302;49
Loja;Calvas;Total Calvas;Total Calvas;26.042;1.419;722;414;168;12.393;5.664;70;1.165;3.569;429;29
Loja;Calvas;Total Calvas;Asiste;8.039;;499;363;16;4.285;1.492;36;341;995;12;
Loja;Calvas;Total Calvas;No asiste;18.003;1.419;223;51;152;8.108;4.172;34;824;2.574;417;29
Loja;Calvas;Urbana;Total Urbana;13.175;585;275;294;33;4.626;3.052;39;876;2.967;400;28
Loja;Calvas;Urbana;Asiste;4.597;;207;275;7;2.237;816;18;238;788;11;
Loja;Calvas;Urbana;No asiste;8.578;585;68;19;26;2.389;2.236;21;638;2.179;389;28
Loja;Calvas;Rural;Total Rural;12.867;834;447;120;135;7.767;2.612;31;289;602;29;1
Loja;Calvas;Rural;Asiste;3.442;;292;88;9;2.048;676;18;103;207;1;
Loja;Calvas;Rural;No asiste;9.425;834;155;32;126;5.719;1.936;13;186;395;28;1
Loja;Catamayo;Total Catamayo;Total Catamayo;35.240;2.082;757;696;58;15.738;9.961;125;880;4.608;311;24
Loja;Catamayo;Total Catamayo;Asiste;11.399;;642;635;3;6.129;2.042;24;224;1.691;9;
Loja;Catamayo;Total Catamayo;No asiste;23.841;2.082;115;61;55;9.609;7.919;101;656;2.917;302;24
Loja;Catamayo;Urbana;Total Urbana;27.026;1.509;620;568;40;11.143;8.013;117;765;3.955;274;22
Loja;Catamayo;Urbana;Asiste;9.107;;523;527;2;4.875;1.556;21;189;1.405;9;
Loja;Catamayo;Urbana;No asiste;17.919;1.509;97;41;38;6.268;6.457;96;576;2.550;265;22
Loja;Catamayo;Rural;Total Rural;8.214;573;137;128;18;4.595;1.948;8;115;653;37;2
Loja;Catamayo;Rural;Asiste;2.292;;119;108;1;1.254;486;3;35;286;;
Loja;Catamayo;Rural;No asiste;5.922;573;18;20;17;3.341;1.462;5;80;367;37;2
Loja;Celica;Total Celica;Total Celica;14.379;1.158;210;160;31;7.121;3.913;34;213;1.404;130;5
Loja;Celica;Total Celica;Asiste;4.355;;157;137;1;2.500;970;10;46;531;2;1
Loja;Celica;Total Celica;No asiste;10.024;1.158;53;23;30;4.621;2.943;24;167;873;128;4
Loja;Celica;Urbana;Total Urbana;4.486;256;63;72;8;1.625;1.330;21;132;879;96;4
Loja;Celica;Urbana;Asiste;1.536;;42;66;;807;313;6;24;275;2;1
Loja;Celica;Urbana;No asiste;2.950;256;21;6;8;818;1.017;15;108;604;94;3
Loja;Celica;Rural;Total Rural;9.893;902;147;88;23;5.496;2.583;13;81;525;34;1
Loja;Celica;Rural;Asiste;2.819;;115;71;1;1.693;657;4;22;256;;
Loja;Celica;Rural;No asiste;7.074;902;32;17;22;3.803;1.926;9;59;269;34;1
Loja;Chaguarpamba;Total Chaguarpamba;Total Chaguarpamba;6.857;433;144;64;9;3.846;1.660;9;93;558;41;
Loja;Chaguarpamba;Total Chaguarpamba;Asiste;1.878;;126;56;;1.060;371;2;25;235;3;
Loja;Chaguarpamba;Total Chaguarpamba;No asiste;4.979;433;18;8;9;2.786;1.289;7;68;323;38;
Loja;Chaguarpamba;Urbana;Total Urbana;1.342;52;45;22;3;493;393;1;48;264;21;
Loja;Chaguarpamba;Urbana;Asiste;454;;39;20;;216;69;1;7;100;2;
Loja;Chaguarpamba;Urbana;No asiste;888;52;6;2;3;277;324;;41;164;19;
Loja;Chaguarpamba;Rural;Total Rural;5.515;381;99;42;6;3.353;1.267;8;45;294;20;
